,total_unique_sites,conversion_rate,total_sessions,avg_time_to_action,unique_sites_fraction
user_34151,64.0,1.0,1.0,12.0,1.0
user_34152,75.0,0.3333333333333333,3.0,68.0,0.3588516746411483
user_34154,97.0,0.6666666666666666,3.0,52.5,0.5078534031413613
user_34155,49.0,1.0,2.0,1659.0,0.5384615384615384
user_34157,178.0,1.0,2.0,101.5,0.5
user_34158,187.0,0.6666666666666666,3.0,86.5,0.47341772151898737
user_34159,279.0,0.5,6.0,211.66666666666666,0.3567774936061381
user_34160,93.0,0.125,8.0,32.0,0.1781609195402299
user_34165,87.0,1.0,1.0,34.0,1.0
user_34167,113.0,0.0,3.0,,0.6848484848484848
user_34168,213.0,0.0,1.0,,1.0
user_34170,230.0,1.0,3.0,180.66666666666666,0.6442577030812325
user_34172,243.0,0.5,4.0,162.0,0.4394213381555154
user_34174,64.0,1.0,1.0,123.0,1.0
user_34175,83.0,1.0,1.0,64.0,1.0
user_34176,92.0,0.3333333333333333,3.0,63.0,0.5935483870967742
user_34177,287.0,0.8,5.0,150.5,0.533457249070632
user_34179,197.0,1.0,3.0,131.66666666666666,0.36822429906542054
user_34180,70.0,1.0,1.0,50.0,1.0
user_34182,169.0,0.6666666666666666,3.0,299.5,0.3333333333333333
user_34183,64.0,1.0,1.0,44.0,1.0
user_34184,220.0,0.75,8.0,72.5,0.2037037037037037
user_34185,120.0,1.0,1.0,307.0,1.0
user_34186,179.0,1.0,1.0,481.0,1.0
user_34189,156.0,0.6666666666666666,3.0,122.5,0.8167539267015707
user_34190,195.0,1.0,2.0,141.0,0.5
user_34194,191.0,1.0,1.0,40.0,1.0
user_34195,274.0,0.6666666666666666,3.0,177.0,0.5614754098360656
user_34196,53.0,1.0,1.0,46.0,1.0
user_34197,294.0,0.8571428571428571,7.0,79.66666666666667,0.3458823529411765
user_34198,52.0,1.0,1.0,23.0,1.0
user_34199,151.0,1.0,1.0,201.0,1.0
user_34200,195.0,1.0,1.0,122.0,1.0
user_34202,60.0,1.0,1.0,15.0,1.0
user_34203,253.0,0.7142857142857143,7.0,89.8,0.23041894353369763
user_34204,314.0,0.25,24.0,36.833333333333336,0.19134673979280925
user_34205,50.0,1.0,1.0,123.0,1.0
user_34206,292.0,0.8,5.0,101.25,0.5338208409506399
user_34208,288.0,0.5714285714285714,7.0,198.0,0.37065637065637064
user_34209,66.0,1.0,1.0,46.0,1.0
user_34210,178.0,1.0,1.0,110.0,1.0
user_34211,180.0,1.0,1.0,116.0,1.0
user_34212,67.0,1.0,1.0,76.0,1.0
user_34214,91.0,1.0,1.0,62.0,1.0
user_34215,249.0,0.5,10.0,90.0,0.1781115879828326
user_34216,288.0,0.8571428571428571,28.0,159.91666666666666,0.12265758091993186
user_34217,117.0,0.0,2.0,,0.9831932773109243
user_34218,61.0,1.0,2.0,798.5,0.5083333333333333
user_34219,351.0,0.7391304347826086,23.0,212.94117647058823,0.15421792618629174
user_34220,76.0,1.0,1.0,22.0,1.0
user_34224,195.0,1.0,5.0,120.0,0.46539379474940334
user_34226,260.0,0.5,6.0,85.66666666666667,0.4311774461028192
user_34228,64.0,0.0,1.0,,1.0
user_34230,172.0,0.5,2.0,101.0,0.7962962962962963
user_34231,197.0,0.5,4.0,1649.0,0.76953125
user_34232,290.0,0.5555555555555556,9.0,169.8,0.26605504587155965
user_34235,343.0,0.6666666666666666,39.0,68.57692307692308,0.10492505353319058
user_34236,316.0,0.6956521739130435,23.0,66.4375,0.13620689655172413
user_34237,101.0,1.0,4.0,44.25,0.4488888888888889
user_34238,162.0,1.0,1.0,101.0,1.0
user_34240,245.0,0.2857142857142857,7.0,89.0,0.5179704016913319
user_34243,230.0,0.8333333333333334,6.0,91.4,0.286425902864259
user_34244,70.0,1.0,1.0,62.0,1.0
user_34245,58.0,1.0,1.0,133.0,1.0
user_34246,61.0,1.0,1.0,45.0,1.0
user_34248,60.0,1.0,1.0,55.0,1.0
user_34249,63.0,1.0,1.0,54.0,1.0
user_34250,231.0,1.0,2.0,30.0,0.5907928388746803
user_34251,185.0,1.0,3.0,61.666666666666664,0.578125
user_34254,246.0,0.3333333333333333,21.0,132.14285714285714,0.2671009771986971
user_34255,89.0,0.2,5.0,75.0,0.3167259786476868
user_34258,69.0,1.0,1.0,174.0,1.0
user_34260,127.0,1.0,2.0,48.0,0.5825688073394495
user_34262,310.0,0.5384615384615384,13.0,389.85714285714283,0.302734375
user_34264,204.0,0.0,4.0,,0.6868686868686869
user_34265,219.0,0.25,4.0,65.0,0.5104895104895105
user_34269,224.0,0.2222222222222222,9.0,98.5,0.632768361581921
user_34270,299.0,0.3888888888888889,18.0,80.42857142857143,0.18900126422250316
user_34271,305.0,0.6666666666666666,9.0,187.33333333333334,0.21269177126917713
user_34276,179.0,0.5,2.0,83.0,0.5359281437125748
user_34278,218.0,0.5,6.0,141.0,0.42913385826771655
user_34279,293.0,0.6666666666666666,9.0,71.66666666666667,0.33833718244803695
user_34280,62.0,1.0,1.0,102.0,1.0
user_34283,142.0,0.0,2.0,,0.9403973509933775
user_34284,196.0,1.0,1.0,35.0,1.0
user_34285,203.0,1.0,3.0,176.0,0.6655737704918033
user_34286,236.0,0.42857142857142855,7.0,129.0,0.4090121317157712
user_34287,348.0,0.6153846153846154,13.0,417.375,0.19194704908990623
user_34288,198.0,0.5,2.0,64.0,0.5129533678756477
user_34289,198.0,0.5,2.0,262.0,0.5755813953488372
user_34290,156.0,0.0,3.0,,0.8342245989304813
user_34293,190.0,1.0,1.0,30.0,1.0
user_34295,295.0,0.21052631578947367,38.0,113.75,0.05310531053105311
user_34296,68.0,1.0,1.0,65.0,1.0
user_34297,208.0,1.0,3.0,134.66666666666666,0.37142857142857144
user_34301,34.0,1.0,1.0,142.0,1.0
user_34303,193.0,1.0,1.0,57.0,1.0
user_34304,237.0,0.5,6.0,75.33333333333333,0.28657799274486095
user_34305,168.0,0.0,1.0,,1.0
user_34307,119.0,1.0,1.0,111.0,1.0
user_34308,53.0,1.0,1.0,59.0,1.0
user_34309,128.0,0.6666666666666666,3.0,56.0,0.5224489795918368
user_34310,63.0,1.0,1.0,54.0,1.0
user_34311,55.0,1.0,1.0,68.0,1.0
user_34314,313.0,0.5454545454545454,11.0,111.66666666666667,0.1896969696969697
user_34315,102.0,0.75,8.0,86.0,0.49038461538461536
user_34316,214.0,0.75,4.0,50.0,0.535
user_34317,166.0,1.0,2.0,130.5,0.8691099476439791
user_34319,82.0,0.5,4.0,217.0,0.3228346456692913
user_34320,203.0,0.0,2.0,,0.571830985915493
user_34322,63.0,1.0,1.0,153.0,1.0
user_34324,69.0,1.0,1.0,194.0,1.0
user_34325,274.0,0.38461538461538464,13.0,138.2,0.22833333333333333
user_34326,266.0,1.0,4.0,99.25,0.7093333333333334
user_34327,288.0,0.6,10.0,70.0,0.3490909090909091
user_34328,137.0,0.25,4.0,89.0,0.43354430379746833
user_34329,69.0,1.0,1.0,67.0,1.0
user_34330,237.0,0.4,5.0,51.5,0.4711729622266402
user_34331,155.0,0.5,2.0,78.0,0.5065359477124183
user_34333,63.0,1.0,1.0,94.0,1.0
user_34334,51.0,1.0,1.0,48.0,1.0
user_34335,386.0,0.20634920634920634,63.0,259.61538461538464,0.04613362017449504
user_34336,89.0,1.0,1.0,95.0,1.0
user_34338,49.0,1.0,1.0,131.0,1.0
user_34340,95.0,1.0,2.0,86.5,0.8050847457627118
user_34341,296.0,0.42105263157894735,19.0,54.25,0.1620142309797482
user_34342,195.0,0.2857142857142857,7.0,121.0,0.486284289276808
user_34343,312.0,1.0,5.0,83.2,0.43333333333333335
user_34344,64.0,0.0,1.0,,1.0
user_34345,313.0,0.5,20.0,61.8,0.18810096153846154
user_34346,279.0,0.75,4.0,93.66666666666667,0.5836820083682008
user_34347,184.0,1.0,2.0,161.0,0.5
user_34348,71.0,1.0,1.0,152.0,1.0
user_34350,206.0,0.7142857142857143,7.0,122.8,0.3843283582089552
user_34351,123.0,0.25,4.0,214.0,0.4785992217898833
user_34352,73.0,0.5,2.0,70.0,0.5367647058823529
user_34355,226.0,0.625,8.0,165.2,0.33630952380952384
user_34356,89.0,1.0,1.0,141.0,1.0
user_34357,266.0,0.625,8.0,92.0,0.28944504896626766
user_34358,215.0,0.0,2.0,,0.6891025641025641
user_34359,191.0,1.0,1.0,198.0,1.0
user_34361,69.0,0.5,2.0,115.0,0.5655737704918032
user_34362,360.0,0.8648648648648649,37.0,-11340.90625,0.1014370245139476
user_34363,187.0,1.0,1.0,695.0,1.0
user_34365,70.0,1.0,1.0,253.0,1.0
user_34366,386.0,0.3,30.0,53.77777777777778,0.12296909843899331
user_34367,57.0,1.0,1.0,52.0,1.0
user_34368,155.0,1.0,1.0,9.0,1.0
user_34369,59.0,0.0,1.0,,1.0
user_34370,295.0,0.5,26.0,150.07692307692307,0.2081863091037403
user_34371,128.0,1.0,4.0,49.0,0.46545454545454545
user_34372,113.0,0.16666666666666666,6.0,86.0,0.31741573033707865
user_34373,204.0,0.75,4.0,129.66666666666666,0.3655913978494624
user_34375,221.0,0.2,5.0,62.0,0.46331236897274636
user_34376,182.0,1.0,1.0,7.0,1.0
user_34377,67.0,1.0,1.0,51.0,1.0
user_34378,226.0,0.9523809523809523,21.0,60.4,0.060314918601547904
user_34379,227.0,1.0,4.0,77.0,0.2994722955145119
user_34380,59.0,1.0,1.0,24.0,1.0
user_34382,167.0,0.5,2.0,109.0,0.5
user_34383,259.0,0.6666666666666666,9.0,47.333333333333336,0.24737344794651384
user_34385,178.0,1.0,1.0,81.0,1.0
user_34386,90.0,1.0,1.0,144.0,1.0
user_34388,177.0,0.8333333333333334,6.0,90.8,0.3561368209255533
user_34389,43.0,1.0,1.0,59.0,1.0
user_34390,335.0,0.7037037037037037,27.0,234.6315789473684,0.14895509115162295
user_34392,84.0,0.6666666666666666,9.0,88.0,0.2641509433962264
user_34393,139.0,0.3333333333333333,3.0,70.0,0.6847290640394089
user_34395,273.0,0.8333333333333334,12.0,80.2,0.14211348256116607
user_34396,212.0,0.75,4.0,167.66666666666666,0.42063492063492064
user_34397,215.0,0.5,2.0,109.0,0.8669354838709677
user_34399,167.0,0.0,1.0,,1.0
user_34400,235.0,0.375,8.0,321.6666666666667,0.46078431372549017
user_34401,254.0,0.16666666666666666,6.0,203.0,0.4729981378026071
user_34402,37.0,0.0,1.0,,1.0
user_34403,209.0,0.5,2.0,38.0,0.7857142857142857
user_34404,195.0,1.0,1.0,99.0,1.0
user_34405,356.0,0.2727272727272727,88.0,94.25,0.032850419857894254
user_34406,173.0,1.0,1.0,226.0,1.0
user_34407,249.0,0.6666666666666666,3.0,36.5,0.5763888888888888
user_34408,278.0,0.6363636363636364,11.0,37.857142857142854,0.23283082077051925
user_34409,212.0,1.0,3.0,70.66666666666667,0.3719298245614035
user_34411,67.0,1.0,1.0,89.0,1.0
user_34412,181.0,0.5,2.0,55.0,0.5386904761904762
user_34413,34.0,0.6666666666666666,3.0,35.0,0.3333333333333333
user_34415,81.0,0.5,2.0,62.0,0.6
user_34416,190.0,1.0,1.0,5.0,1.0
user_34418,64.0,1.0,1.0,135.0,1.0
user_34419,161.0,0.125,8.0,258.0,0.36425339366515835
user_34421,242.0,0.5,2.0,19.0,0.8373702422145328
user_34422,255.0,0.875,8.0,128.14285714285714,0.30612244897959184
user_34424,82.0,1.0,1.0,12.0,1.0
user_34425,338.0,0.5652173913043478,23.0,70.23076923076923,0.11531900375298533
user_34426,180.0,1.0,2.0,155.0,0.5
user_34427,260.0,0.6666666666666666,3.0,99.0,0.5383022774327122
user_34428,66.0,1.0,3.0,47.666666666666664,0.4230769230769231
user_34429,268.0,0.7142857142857143,7.0,81.8,0.432258064516129
user_34430,189.0,1.0,2.0,33.0,0.7529880478087649
user_34434,70.0,1.0,1.0,32.0,1.0
user_34435,51.0,1.0,1.0,54.0,1.0
user_34436,58.0,1.0,1.0,26.0,1.0
user_34439,183.0,1.0,2.0,64.5,0.5013698630136987
user_34440,295.0,0.4666666666666667,15.0,55.857142857142854,0.2955911823647295
user_34441,72.0,1.0,1.0,143.0,1.0
user_34442,340.0,0.05263157894736842,19.0,93.0,0.1423785594639866
user_34444,80.0,0.5,2.0,511.0,0.6557377049180327
user_34445,197.0,1.0,2.0,179.5,0.5
user_34446,62.0,1.0,1.0,20.0,1.0
user_34447,301.0,0.2857142857142857,14.0,162.25,0.24958540630182421
user_34448,67.0,1.0,1.0,41.0,1.0
user_34449,286.0,0.14285714285714285,7.0,629.0,0.5125448028673835
user_34450,222.0,1.0,2.0,176.5,0.5721649484536082
user_34451,249.0,0.25,4.0,262.0,0.5872641509433962
user_34452,53.0,0.0,1.0,,1.0
user_34454,59.0,1.0,1.0,30.0,1.0
user_34455,334.0,0.5294117647058824,34.0,147.0,0.07963757749165475
user_34456,55.0,1.0,1.0,132.0,1.0
user_34457,184.0,1.0,2.0,52.0,0.8141592920353983
user_34459,190.0,0.6666666666666666,3.0,103.5,0.8444444444444444
user_34460,67.0,1.0,1.0,51.0,1.0
user_34461,124.0,0.6666666666666666,3.0,169.5,0.5876777251184834
user_34462,318.0,0.9259259259259259,27.0,103.24,0.15222594542843465
user_34464,284.0,0.6,10.0,123.83333333333333,0.29583333333333334
user_34469,54.0,0.0,1.0,,1.0
user_34472,64.0,1.0,1.0,38.0,1.0
user_34473,185.0,0.6666666666666666,3.0,52.5,0.8114035087719298
user_34474,264.0,0.8043478260869565,46.0,39.432432432432435,0.09134948096885813
user_34475,210.0,0.5,4.0,99.0,0.49645390070921985
user_34476,121.0,0.8333333333333334,12.0,116.5,0.14901477832512317
user_34477,266.0,0.625,8.0,65.8,0.2692307692307692
user_34478,192.0,0.5,2.0,127.0,0.732824427480916
user_34479,169.0,1.0,2.0,77.5,0.8941798941798942
user_34482,184.0,1.0,2.0,206.0,0.5575757575757576
user_34483,116.0,1.0,1.0,40.0,1.0
user_34484,185.0,1.0,1.0,121.0,1.0
user_34485,90.0,0.0,2.0,,0.5389221556886228
user_34486,66.0,1.0,1.0,13.0,1.0
user_34487,61.0,1.0,1.0,53.0,1.0
user_34488,77.0,0.75,4.0,-20276.333333333332,0.29844961240310075
user_34490,72.0,0.6666666666666666,3.0,75.0,0.6260869565217392
user_34494,146.0,1.0,1.0,161.0,1.0
user_34495,240.0,0.7,10.0,49.285714285714285,0.3096774193548387
user_34496,172.0,0.6666666666666666,3.0,153.5,0.7889908256880734
user_34497,68.0,1.0,1.0,105.0,1.0
user_34499,431.0,0.5714285714285714,105.0,56.28333333333333,0.05121806298276887
user_34501,203.0,1.0,2.0,52.0,0.8055555555555556
user_34504,149.0,0.0,1.0,,1.0
user_34506,180.0,1.0,1.0,147.0,1.0
user_34508,185.0,1.0,1.0,87.0,1.0
user_34509,241.0,1.0,3.0,70.0,0.5020833333333333
user_34510,62.0,1.0,1.0,98.0,1.0
user_34511,173.0,1.0,2.0,126.5,0.5014492753623189
user_34513,232.0,0.9090909090909091,11.0,65.3,0.239422084623323
user_34514,76.0,1.0,2.0,152.5,0.5984251968503937
user_34516,67.0,1.0,1.0,73.0,1.0
user_34517,169.0,0.5,2.0,70.0,0.5
user_34520,340.0,0.18518518518518517,27.0,119.0,0.09368972168641498
user_34521,260.0,1.0,5.0,70.0,0.5019305019305019
user_34523,178.0,1.0,2.0,75.0,0.5235294117647059
user_34524,151.0,1.0,1.0,255.0,1.0
user_34526,173.0,0.3333333333333333,3.0,45.0,0.34393638170974156
user_34527,179.0,1.0,1.0,194.0,1.0
user_34528,278.0,0.23529411764705882,17.0,106.25,0.21701795472287275
user_34529,353.0,0.7441860465116279,43.0,104.3125,0.06582136863695692
user_34530,64.0,0.0,1.0,,1.0
user_34532,71.0,1.0,1.0,55.0,1.0
user_34533,408.0,0.7959183673469388,49.0,-305.5128205128205,0.06983909619993153
user_34534,259.0,0.2857142857142857,7.0,90.0,0.2843029637760702
user_34535,246.0,0.3888888888888889,18.0,75.0,0.1759656652360515
user_34536,407.0,0.98,100.0,64.25510204081633,0.037998319484641954
user_34537,59.0,1.0,1.0,24.0,1.0
user_34538,216.0,0.8333333333333334,6.0,46.4,0.26633785450061653
user_34539,67.0,1.0,1.0,165.0,1.0
user_34540,63.0,1.0,1.0,40.0,1.0
user_34541,135.0,0.5,4.0,47.5,0.4981549815498155
user_34542,279.0,0.2894736842105263,38.0,207.8181818181818,0.13811881188118813
user_34543,199.0,1.0,1.0,206.0,1.0
user_34544,99.0,0.8333333333333334,6.0,136.0,0.29376854599406527
user_34545,61.0,1.0,1.0,106.0,1.0
user_34546,165.0,1.0,1.0,-91.0,1.0
user_34547,209.0,0.6666666666666666,6.0,232.0,0.5529100529100529
user_34548,171.0,1.0,1.0,38.0,1.0
user_34550,57.0,0.5,2.0,269.0,0.5277777777777778
user_34551,62.0,1.0,1.0,204.0,1.0
user_34552,66.0,1.0,1.0,66.0,1.0
user_34554,66.0,1.0,1.0,92.0,1.0
user_34555,273.0,0.5,10.0,136.4,0.32422802850356297
user_34556,62.0,1.0,1.0,56.0,1.0
user_34557,412.0,0.07352941176470588,68.0,172.4,0.07820804859529233
user_34558,95.0,1.0,3.0,103.0,0.4947916666666667
user_34561,450.0,0.75,96.0,76.08333333333333,0.049057015153166905
user_34562,85.0,1.0,1.0,435.0,1.0
user_34564,70.0,1.0,1.0,219.0,1.0
user_34566,170.0,1.0,1.0,90.0,1.0
user_34567,207.0,1.0,1.0,102.0,1.0
user_34568,257.0,1.0,2.0,2877.0,0.9049295774647887
user_34569,63.0,1.0,1.0,87.0,1.0
user_34570,170.0,0.5,2.0,159.0,0.5
user_34571,305.0,0.45454545454545453,11.0,166.0,0.244
user_34572,181.0,1.0,2.0,107.5,0.5127478753541076
user_34574,273.0,0.625,8.0,132.2,0.4396135265700483
user_34575,68.0,1.0,1.0,54.0,1.0
user_34578,269.0,0.25,4.0,145.0,0.6879795396419437
user_34580,288.0,0.15384615384615385,13.0,59.0,0.21934501142421933
user_34581,243.0,0.5,6.0,462.3333333333333,0.3342503438789546
user_34582,252.0,0.38461538461538464,13.0,64.8,0.230980751604033
user_34583,301.0,0.8333333333333334,6.0,345.6,0.3355629877369008
user_34584,64.0,1.0,1.0,70.0,1.0
user_34585,66.0,1.0,1.0,69.0,1.0
user_34586,228.0,0.2692307692307692,26.0,296.85714285714283,0.12438625204582651
user_34587,276.0,0.2222222222222222,9.0,176.0,0.36947791164658633
user_34588,80.0,1.0,1.0,258.0,1.0
user_34589,68.0,1.0,1.0,42.0,1.0
user_34590,169.0,1.0,1.0,120.0,1.0
user_34592,147.0,0.0,1.0,,1.0
user_34593,287.0,0.4444444444444444,9.0,93.75,0.1797119599248591
user_34594,68.0,1.0,1.0,76.0,1.0
user_34595,199.0,1.0,1.0,6.0,1.0
user_34596,202.0,1.0,2.0,67.0,0.7565543071161048
user_34597,183.0,1.0,1.0,162.0,1.0
user_34598,237.0,1.0,3.0,142.33333333333334,0.6676056338028169
user_34599,217.0,0.0,1.0,,1.0
user_34600,370.0,0.6410256410256411,39.0,134.76,0.08182220256523662
user_34602,67.0,1.0,1.0,103.0,1.0
user_34604,200.0,1.0,1.0,107.0,1.0
user_34605,332.0,0.3684210526315789,19.0,87.14285714285714,0.2402315484804631
user_34606,241.0,0.875,8.0,-345828.85714285716,0.20704467353951891
user_34607,159.0,0.5,2.0,6.0,0.5932835820895522
user_34608,222.0,0.7777777777777778,9.0,73.85714285714286,0.20200181983621474
user_34610,281.0,0.2857142857142857,7.0,110.0,0.4390625
user_34611,50.0,1.0,1.0,60.0,1.0
user_34612,70.0,1.0,1.0,38.0,1.0
user_34613,62.0,0.0,1.0,,1.0
user_34615,312.0,0.875,8.0,73.57142857142857,0.34513274336283184
user_34616,54.0,0.9,10.0,60.77777777777778,0.10650887573964497
user_34617,64.0,1.0,1.0,61.0,1.0
user_34618,187.0,1.0,1.0,64.0,1.0
user_34619,176.0,0.6153846153846154,13.0,72.375,0.2724458204334365
user_34620,67.0,1.0,1.0,72.0,1.0
user_34621,172.0,1.0,2.0,184.0,0.5
user_34623,183.0,1.0,1.0,533.0,1.0
user_34624,254.0,0.25,8.0,62.0,0.3981191222570533
user_34626,250.0,1.0,2.0,174.5,0.7621951219512195
user_34627,74.0,1.0,1.0,50.0,1.0
user_34628,164.0,1.0,1.0,37.0,1.0
user_34630,290.0,0.8333333333333334,6.0,1144.0,0.43478260869565216
user_34631,118.0,1.0,2.0,119.5,0.9365079365079365
user_34632,326.0,0.75,12.0,2802.3333333333335,0.23589001447178004
user_34634,96.0,0.5,2.0,39.0,0.7164179104477612
user_34635,306.0,0.47619047619047616,21.0,78.6,0.1574074074074074
user_34639,355.0,0.5833333333333334,12.0,223.85714285714286,0.24348422496570646
user_34641,84.0,0.0,1.0,,1.0
user_34642,255.0,0.5,4.0,85.5,0.6071428571428571
user_34646,111.0,0.0,1.0,,1.0
user_34649,192.0,0.0,2.0,,0.6114649681528662
user_34651,133.0,0.5,4.0,99.5,0.41304347826086957
user_34652,345.0,0.7073170731707317,41.0,70.34482758620689,0.12916510670160988
user_34653,349.0,0.6,25.0,52.733333333333334,0.14175467099918765
user_34655,55.0,0.0,2.0,,0.55
user_34657,139.0,0.0,1.0,,1.0
user_34658,232.0,0.75,4.0,94.66666666666667,0.6057441253263708
user_34659,108.0,0.0,2.0,,0.6878980891719745
user_34661,201.0,1.0,2.0,150.5,0.7913385826771654
user_34663,141.0,0.6666666666666666,3.0,71.0,0.47796610169491527
user_34665,364.0,0.4090909090909091,22.0,88.22222222222223,0.16257257704332292
user_34667,245.0,0.6,5.0,48.666666666666664,0.25735294117647056
user_34669,101.0,0.0,1.0,,1.0
user_34670,189.0,0.4,5.0,71.0,0.42663656884875845
user_34671,122.0,1.0,1.0,84.0,1.0
user_34672,177.0,1.0,1.0,128.0,1.0
user_34673,214.0,0.5,2.0,56.0,0.5310173697270472
user_34676,37.0,0.23076923076923078,13.0,62.0,0.14624505928853754
user_34679,287.0,0.5833333333333334,12.0,58.0,0.2036905606813343
user_34680,218.0,1.0,5.0,42.0,0.3348694316436252
user_34681,302.0,0.6,5.0,94.66666666666667,0.5171232876712328
user_34683,214.0,0.6666666666666666,3.0,120.0,0.4930875576036866
user_34685,158.0,1.0,1.0,233.0,1.0
user_34688,308.0,0.3333333333333333,15.0,82.6,0.21828490432317504
user_34690,209.0,0.0,2.0,,0.5
user_34692,177.0,0.6666666666666666,3.0,76.5,0.6807692307692308
user_34695,166.0,0.0,5.0,,0.4911242603550296
user_34696,381.0,0.29411764705882354,34.0,110.4,0.12238997751365242
user_34697,57.0,0.0,1.0,,1.0
user_34699,208.0,0.5,2.0,58.0,0.8489795918367347
user_34701,171.0,1.0,1.0,86.0,1.0
user_34702,311.0,0.46153846153846156,13.0,45.0,0.23088344469190794
user_34706,177.0,1.0,1.0,297.0,1.0
user_34707,213.0,0.75,4.0,69.33333333333333,0.5664893617021277
user_34708,166.0,1.0,1.0,193.0,1.0
user_34711,47.0,1.0,1.0,32.0,1.0
user_34712,198.0,0.25,4.0,234.0,0.34615384615384615
user_34714,131.0,1.0,1.0,211.0,1.0
user_34715,204.0,0.6,5.0,62.333333333333336,0.3072289156626506
user_34716,188.0,0.25,4.0,58.0,0.5766871165644172
user_34717,56.0,1.0,1.0,141.0,1.0
user_34718,170.0,0.2857142857142857,7.0,75.5,0.3313840155945419
user_34720,147.0,1.0,2.0,107.5,0.7945945945945946
user_34723,153.0,0.2,5.0,155.0,0.45671641791044776
user_34724,319.0,0.5945945945945946,37.0,81.36363636363636,0.11324103656372027
user_34725,211.0,0.2,5.0,57.0,0.4279918864097363
user_34729,231.0,0.75,4.0,-89750.0,0.4935897435897436
user_34731,227.0,1.0,2.0,76.0,0.568922305764411
user_34734,238.0,1.0,2.0,36.0,0.6415094339622641
user_34735,149.0,0.7142857142857143,7.0,-67402.0,0.34651162790697676
user_34736,192.0,0.6666666666666666,3.0,312.0,0.6274509803921569
user_34739,196.0,1.0,1.0,166.0,1.0
user_34741,120.0,0.0,1.0,,1.0
user_34744,134.0,0.0,1.0,,1.0
user_34745,328.0,0.625,8.0,107.2,0.394705174488568
user_34746,194.0,1.0,1.0,19.0,1.0
user_34747,247.0,0.6666666666666666,6.0,54.5,0.49498997995991983
user_34748,51.0,1.0,1.0,61.0,1.0
user_34750,166.0,0.0,3.0,,0.3747178329571106
user_34751,74.0,1.0,3.0,213.66666666666666,0.4567901234567901
user_34753,182.0,1.0,4.0,113.0,0.674074074074074
user_34754,197.0,0.7142857142857143,14.0,55.3,0.11466821885913853
user_34755,262.0,0.5,4.0,143.0,0.6009174311926605
user_34756,126.0,1.0,3.0,146.33333333333334,0.6331658291457286
user_34758,265.0,0.625,8.0,34.2,0.3581081081081081
user_34759,443.0,0.825,40.0,142.36363636363637,0.09689413823272092
user_34760,198.0,1.0,1.0,211.0,1.0
user_34762,234.0,1.0,2.0,126.0,0.8181818181818182
user_34764,186.0,1.0,1.0,253.0,1.0
user_34765,390.0,0.2978723404255319,47.0,88.07142857142857,0.08181246066708622
user_34766,166.0,1.0,1.0,82.0,1.0
user_34767,202.0,1.0,1.0,168.0,1.0
user_34769,247.0,0.2727272727272727,11.0,128.0,0.189272030651341
user_34770,190.0,0.2,5.0,93.0,0.46116504854368934
user_34777,127.0,0.0,2.0,,0.900709219858156
user_34779,355.0,0.3333333333333333,24.0,90.0,0.11202272010097823
user_34781,183.0,1.0,2.0,29.0,0.905940594059406
user_34783,131.0,0.0,2.0,,0.5219123505976095
user_34785,151.0,0.5,2.0,45.0,0.8728323699421965
user_34786,77.0,0.0,2.0,,0.8105263157894737
user_34787,218.0,0.6,5.0,61.666666666666664,0.29740791268758526
user_34788,66.0,0.0,1.0,,1.0
user_34789,265.0,0.0,1.0,,1.0
user_34791,297.0,0.8,5.0,114.25,0.42981186685962375
user_34792,192.0,1.0,1.0,41.0,1.0
user_34795,221.0,0.56,25.0,4765.142857142857,0.1562942008486563
user_34796,222.0,0.5,6.0,74.0,0.47334754797441364
user_34797,231.0,1.0,3.0,67.33333333333333,0.5486935866983373
user_34798,65.0,1.0,1.0,42.0,1.0
user_34799,222.0,0.6,5.0,250.66666666666666,0.578125
user_34802,295.0,0.3,10.0,54.666666666666664,0.29411764705882354
user_34807,308.0,0.2413793103448276,29.0,71.0,0.16932380428807037
